,FAO_Catches
110,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Kogia+breviceps
111,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Auxis+rochei
112,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Auxis+thazard
113,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bagrus+bajad
114,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Balistes+carolinensis
115,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Puntius+binotatus
116,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbodes+balleroides
117,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbonymus+gonionotus
118,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbonymus+schwanenfeldii
119,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbourisia+rufa
120,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbus+barbus
121,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbus+cyclolepis
122,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Barbus+meridionalis
123,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chrysichthys+platycephalus
124,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chrysichthys+sianenna
125,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chrysichthys+stappersii
126,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathybates+minor
127,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+brachyurops
128,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+eatonii
129,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+irrasa
130,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+maccaini
131,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+macloviana
132,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+meridionalis
133,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bathyraja+murrayi
134,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Belone+belone
135,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Thymops+birsteini
136,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Benthosema+pterotum
137,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Beryx+decadactylus
138,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Beryx+splendens
139,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Blicca+bjoerkna
140,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bolbometopon+muricatum
141,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Boops+boops
142,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Boreogadus+saida
143,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Borostomias+antarcticus
144,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bothus+pantherinus
145,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Boulengerochromis+microlepis
146,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brachydeuterus+auritus
147,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brachyplatystoma+vaillanti
148,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brama+australis
149,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brama+brama
150,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Bregmaceros+mcclellandi
151,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brevoortia+aurea
152,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brevoortia+patronus
153,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brevoortia+pectinata
154,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brevoortia+tyrannus
155,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brosme+brosme
156,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brotula+barbata
157,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brycinus+nurse
158,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brycon+dentex
159,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brycon+guatemalensis
160,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Brycon+orbignyanus
161,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Dosidicus+gigas
162,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Halaelurus+canescens
163,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carpilius+corallinus
164,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Callorhinchus+callorynchus
165,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Callorhinchus+capensis
166,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Callorhinchus+milii
167,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Campogramma+glaycos
168,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Protrachypene+precipua
169,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caprodon+longimanus
170,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Balaena+mysticetus
171,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Capromimus+abbreviatus
172,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Capros+aper
173,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carangoides+bajad
174,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carangoides+fulvoguttatus
175,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carangoides+malabaricus
176,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+crysos
177,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+hippos
178,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+ignobilis
179,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+melampygus
180,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+rhonchus
181,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+ruber
182,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caranx+sexfasciatus
183,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carassius+auratus
184,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carassius+carassius
185,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+brachyurus
186,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+falciformis
187,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+isodon
188,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+leucas
189,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+limbatus
190,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+longimanus
191,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+obscurus
192,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+plumbeus
193,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+porosus
194,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharhinus+sorrah
195,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharias+taurus
196,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Carcharodon+carcharias
197,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Crocodylus+acutus
198,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caulolatilus+chrysops
199,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caulolatilus+microps
200,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Caulolatilus+princeps
201,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centriscops+humerosus
202,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centroberyx+affinis
203,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centrolabrus+exoletus
204,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centrolophus+niger
205,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chlamys+islandica
206,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centrophorus+granulosus
207,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centrophorus+lusitanicus
208,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centrophorus+squamosus
209,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centropomus+undecimalis
210,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centropristis+striata
211,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centroscyllium+fabricii
212,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centroscymnus+coelolepis
213,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Centroscymnus+crepidater
214,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cephalopholis+argus
215,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cephalopholis+boenak
216,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cephalopholis+fulva
217,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cephalopholis+hemistiktos
218,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cephalopholis+miniata
219,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cephaloscyllium+isabellum
220,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Panopea+abrupta
221,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cepola+macrophthalma
222,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cetengraulis+edentulus
223,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cetengraulis+mysticetus
224,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cetorhinus+maximus
225,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chaenocephalus+aceratus
226,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chaenodraco+wilsoni
227,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chaetodipterus+zonatus
228,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Champsocephalus+esox
229,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Champsocephalus+gunnari
230,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Channa+argus
231,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Channa+micropeltes
232,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Channa+striata
233,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Channichthys+rhinoceratus
234,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chanos+chanos
235,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cheilinus+undulatus
236,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cheilodactylus+variegatus
237,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cypselurus+agoo
238,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cheimerius+nufar
239,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chelidonichthys+capensis
240,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Aspitrigla+cuculus
241,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chelidonichthys+kumu
242,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chelidonichthys+lastoviza
243,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chelidonichthys+lucerna
244,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Liza+aurata
245,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chelon+labrosus
246,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Liza+saliens
247,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chimaera+monstrosa
248,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chionobathyscus+dewitti
249,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chionodraco+hamatus
250,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chionodraco+myersi
251,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chionodraco+rastrospinosus
252,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chirocentrus+dorab
253,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chirocentrus+nudus
254,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Penaeus+merguiensis
255,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chitala+lopis
256,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chloroscombrus+chrysurus
257,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chloroscombrus+orqueta
258,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Pleuroncodes+planipes
259,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chondrostoma+nasus
260,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Balaenoptera+musculus
261,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Balaenoptera+borealis
262,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Balaenoptera+physalus
263,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chromobotia+macracanthus
264,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chrysichthys+brachynema
265,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Chrysichthys+nigrodigitatus
266,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Maja+squinado
267,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Odobenus+rosmarus
268,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cichla+ocellaris
269,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cilus+gilberti
270,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cirrhinus+molitorella
271,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Citharichthys+sordidus
272,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clarias+anguillaris
273,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clarias+batrachus
274,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clarias+gariepinus
275,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Portunus+pelagicus
276,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clupanodon+thrissa
277,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clupea+harengus
278,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clupea+pallasii
279,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Clupeonella+cultriventris
280,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coelorinchus+chilensis
281,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cololabis+saira
282,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Colossoma+macropomum
283,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Trachycardium+muricatum
284,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Conger+conger
285,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Conger+myriaster
286,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Conger+oceanicus
287,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Conger+orbignyanus
288,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Conodon+nobilis
289,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coregonus+albula
290,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coregonus+artedi
291,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coregonus+clupeaformis
292,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coregonus+lavaretus
293,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coregonus+oxyrinchus
294,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coris+julis
295,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coryphaena+hippurus
296,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Erimacrus+isenbeckii
297,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Coryphaenoides+rupestris
298,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cottoperca+gobio
299,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Loligo+reynaudii
300,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Crenidens+crenidens
301,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Valamugil+seheli
302,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cromileptes+altivelis
303,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Mya+arenaria
304,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ctenolabrus+rupestris
305,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Ctenopharyngodon+idellus
306,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cubiceps+capensis
307,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Curimata+cyprinoides
308,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cyclocheilichthys+apogon
309,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cyclocheilichthys+armatus
310,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cyclopterus+lumpus
311,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cymatoceps+nasutus
312,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynomacrurus+piriei
313,https://www.fishbase.de/report/FAO/FAOCatchList.php?scientific=Cynoponticus+coniceps
